,a,b,e,c,d
160423,4,0,-5,4,1
160424,4,0,-5,4,1
160425,4,0,-5,4,1
160426,4,0,-5,4,1
160427,4,0,-5,4,1
160428,4,0,-5,4,1
160429,4,0,-5,4,1
160430,4,0,-5,4,1
160431,4,0,-5,4,1
160432,4,0,-5,4,1
160433,4,0,-5,4,1
160434,4,0,-5,4,1
160435,4,0,-5,4,1
160436,4,0,-5,4,1
160437,4,0,-5,4,1
160438,4,0,-5,4,1
160439,4,0,-5,4,1
160440,4,0,-5,4,1
160441,4,0,-5,4,1
160442,4,0,-5,4,1
160443,4,0,-5,4,1
160444,4,0,-5,4,1
160445,4,0,-5,4,1
160446,-7,0,3,-7,1
160447,-7,0,3,-7,1
160448,-7,0,3,-7,1
160449,-7,0,3,-7,1
160450,-7,0,3,-7,1
160451,-7,0,3,-7,1
160452,-7,0,3,-7,1
160453,-7,0,3,-7,1
160454,-7,0,3,-7,1
160455,-7,0,3,-7,1
160456,-7,0,3,-7,1
160457,-7,0,3,-7,1
160458,-7,0,3,-7,1
160459,-7,0,3,-7,1
160460,-7,0,3,-7,1
160461,-7,0,3,-7,1
160462,-7,0,3,-7,1
160463,-7,0,3,-7,1
160464,-7,0,3,-7,1
160465,-7,0,3,-7,1
160466,-7,0,3,-7,1
160467,-7,0,3,-7,1
160468,-7,0,3,-7,1
160469,-7,0,3,-7,1
160470,-7,0,3,-7,1
160471,-7,0,3,-7,1
160472,-7,0,3,-7,1
160473,-7,0,3,-7,1
160474,-7,0,3,-7,1
160475,-7,0,3,-7,1
160476,-7,0,3,-7,1
160477,-7,0,3,-7,1
160478,-7,0,3,-7,1
160479,-7,0,3,-7,1
160480,-7,0,3,-7,1
160481,-7,0,3,-7,1
160482,-7,0,3,-7,1
160483,-7,0,3,-7,1
160484,-7,0,3,-7,1
160485,-7,0,3,-7,1
160486,-7,0,3,-7,1
160487,-7,0,3,-7,1
160488,-7,0,3,-7,1
160489,-7,0,3,-7,1
160490,-7,0,3,-7,1
160491,-7,0,3,-7,1
160492,-7,0,3,-7,1
160493,-7,0,3,-7,1
160494,-7,0,3,-7,1
160495,-7,0,3,-7,1
160496,-7,0,3,-7,1
160497,-7,0,3,-7,1
160498,-5,0,1,-5,1
160499,-5,0,1,-5,1
160500,-5,0,1,-5,1
160501,-5,0,1,-5,1
160502,-5,0,1,-5,1
160503,-5,0,1,-5,1
160504,-5,0,1,-5,1
160505,-5,0,1,-5,1
160506,-5,0,1,-5,1
160507,-5,0,1,-5,1
160508,-5,0,1,-5,1
160509,-5,0,1,-5,1
160510,-5,0,1,-5,1
160511,-5,0,1,-5,1
160512,-5,0,1,-5,1
160513,-5,0,1,-5,1
160514,-5,0,1,-5,1
160515,-5,0,1,-5,1
160516,-5,0,1,-5,1
160517,-5,0,1,-5,1
160518,-5,0,1,-5,1
160519,-5,0,1,-5,1
160520,-5,0,1,-5,1
160521,-5,0,1,-5,1
160522,-5,0,1,-5,1
160523,-5,0,1,-5,1
160524,-5,0,1,-5,1
160525,-5,0,1,-5,1
160526,-5,0,1,-5,1
160527,-5,0,1,-5,1
160528,-5,0,1,-5,1
160529,-5,0,1,-5,1
160530,-5,0,1,-5,1
160531,-5,0,1,-5,1
160532,-5,0,1,-5,1
160533,-5,0,1,-5,1
160534,-5,0,1,-5,1
160535,-10,0,6,-10,1
160536,-10,0,6,-10,1
160537,-10,0,6,-10,1
160538,-10,0,6,-10,1
160539,-10,0,6,-10,1
160540,-10,0,6,-10,1
160541,-10,0,6,-10,1
160542,-10,0,6,-10,1
160543,-10,0,6,-10,1
160544,-10,0,6,-10,1
160545,-10,0,6,-10,1
160546,-10,0,6,-10,1
160547,-10,0,6,-10,1
160548,-10,0,6,-10,1
160549,-10,0,6,-10,1
160550,-10,0,6,-10,1
160551,-10,0,6,-10,1
160552,-10,0,6,-10,1
160553,-10,0,6,-10,1
160554,-10,0,6,-10,1
160555,-10,0,6,-10,1
160556,-10,0,6,-10,1
160557,-10,0,6,-10,1
160558,-10,0,6,-10,1
160559,-10,0,6,-10,1
160560,-10,0,6,-10,1
160561,-10,0,6,-10,1
160562,-10,0,6,-10,1
160563,-10,0,6,-10,1
160564,-10,0,6,-10,1
160565,-10,0,6,-10,1
160566,-10,0,6,-10,1
160567,-10,0,6,-10,1
160568,-10,0,6,-10,1
160569,-10,0,6,-10,1
160570,-10,0,6,-10,1
160571,-10,0,6,-10,1
160572,-10,0,6,-10,1
160573,-10,0,6,-10,1
160574,-10,0,6,-10,1
160575,-10,0,6,-10,1
160576,-10,0,6,-10,1
160577,-10,0,6,-10,1
160578,-10,0,6,-10,1
160579,-10,0,6,-10,1
160580,-10,0,6,-10,1
160581,-10,0,6,-10,1
160582,-10,0,6,-10,1
160583,-10,0,6,-10,1
160584,-10,0,6,-10,1
160585,-8,0,6,-8,1
160586,-8,0,6,-8,1
160587,-8,0,6,-8,1
160588,-8,0,6,-8,1
160589,-8,0,6,-8,1
160590,-8,0,6,-8,1
160591,-8,0,6,-8,1
160592,-8,0,6,-8,1
160593,-8,0,6,-8,1
160594,-8,0,6,-8,1
160595,-8,0,6,-8,1
160596,-8,0,6,-8,1
160597,-8,0,6,-8,1
160598,-8,0,6,-8,1
160599,-8,0,6,-8,1
160600,-8,0,6,-8,1
160601,-8,0,6,-8,1
160602,-8,0,6,-8,1
160603,-8,0,6,-8,1
160604,-8,0,6,-8,1
160605,-8,0,6,-8,1
160606,-8,0,6,-8,1
160607,-8,0,6,-8,1
160608,-8,0,6,-8,1
160609,-8,0,6,-8,1
160610,-8,0,6,-8,1
160611,-8,0,6,-8,1
160612,-8,0,6,-8,1
160613,-8,0,6,-8,1
160614,-8,0,6,-8,1
160615,-8,0,6,-8,1
160616,-8,0,6,-8,1
160617,-8,0,6,-8,1
160618,-8,0,6,-8,1
160619,-8,0,6,-8,1
160620,-8,0,6,-8,1
160621,-8,0,6,-8,1
160622,-8,0,6,-8,1
160623,-8,0,6,-8,1
160624,-8,0,6,-8,1
160625,-8,0,6,-8,1
160626,-8,0,6,-8,1
160627,-8,0,6,-8,1
160628,-8,0,6,-8,1
160629,-8,0,6,-8,1
160630,-8,0,6,-8,1
160631,-8,0,6,-8,1
160632,-8,0,6,-8,1
160633,-3,0,9,-3,1
160634,-3,0,9,-3,1
160635,-3,0,9,-3,1
160636,-3,0,9,-3,1
160637,-3,0,9,-3,1
160638,-3,0,9,-3,1
160639,-3,0,9,-3,1
160640,-3,0,9,-3,1
160641,-3,0,9,-3,1
160642,-3,0,9,-3,1
160643,-3,0,9,-3,1
160644,-3,0,9,-3,1
160645,-3,0,9,-3,1
160646,-3,0,9,-3,1
160647,-3,0,9,-3,1
160648,-3,0,9,-3,1
160649,-3,0,9,-3,1
160650,-3,0,9,-3,1
160651,-3,0,9,-3,1
160652,-3,0,9,-3,1
160653,-3,0,9,-3,1
160654,-3,0,9,-3,1
160655,-3,0,9,-3,1
160656,-3,0,9,-3,1
160657,-3,0,9,-3,1
160658,-3,0,9,-3,1
160659,-3,0,9,-3,1
160660,-3,0,9,-3,1
160661,-3,0,9,-3,1
160662,-3,0,9,-3,1
160663,-3,0,9,-3,1
160664,-3,0,9,-3,1
160665,-3,0,9,-3,1
160666,-3,0,9,-3,1
160667,-3,0,9,-3,1
160668,-3,0,9,-3,1
160669,-3,0,9,-3,1
160670,-3,0,9,-3,1
160671,-3,0,9,-3,1
160672,-3,0,9,-3,1
160673,-3,0,9,-3,1
160674,-3,0,9,-3,1
160675,-3,0,9,-3,1
160676,-3,0,9,-3,1
160677,-3,0,9,-3,1
160678,-3,0,9,-3,1
160679,-3,0,9,-3,1
160680,-5,0,-9,-5,1
160681,-5,0,-9,-5,1
160682,-5,0,-9,-5,1
160683,-5,0,-9,-5,1
160684,-5,0,-9,-5,1
160685,-5,0,-9,-5,1
160686,-5,0,-9,-5,1
160687,-5,0,-9,-5,1
160688,-5,0,-9,-5,1
160689,-5,0,-9,-5,1
160690,-5,0,-9,-5,1
160691,-5,0,-9,-5,1
160692,-5,0,-9,-5,1
160693,-5,0,-9,-5,1
160694,-5,0,-9,-5,1
160695,-5,0,-9,-5,1
160696,-5,0,-9,-5,1
160697,-5,0,-9,-5,1
160698,-5,0,-9,-5,1
160699,-5,0,-9,-5,1
160700,-5,0,-9,-5,1
160701,-5,0,-9,-5,1
160702,-5,0,-9,-5,1
160703,-5,0,-9,-5,1
160704,-5,0,-9,-5,1
160705,-5,0,-9,-5,1
160706,-5,0,-9,-5,1
160707,-5,0,-9,-5,1
160708,-5,0,-9,-5,1
160709,-5,0,-9,-5,1
160710,-5,0,-9,-5,1
160711,-5,0,-9,-5,1
160712,-5,0,-9,-5,1
160713,-5,0,-9,-5,1
160714,-5,0,-9,-5,1
160715,-5,0,-9,-5,1
160716,-5,0,-9,-5,1
160717,-7,0,-9,-7,1
160718,-7,0,-9,-7,1
160719,-7,0,-9,-7,1
160720,-7,0,-9,-7,1
160721,-7,0,-9,-7,1
160722,-7,0,-9,-7,1
160723,-7,0,-9,-7,1
160724,-7,0,-9,-7,1
160725,-7,0,-9,-7,1
160726,-7,0,-9,-7,1
160727,-7,0,-9,-7,1
160728,-7,0,-9,-7,1
160729,-7,0,-9,-7,1
160730,-7,0,-9,-7,1
160731,-7,0,-9,-7,1
160732,-7,0,-9,-7,1
160733,-7,0,-9,-7,1
160734,-7,0,-9,-7,1
160735,-7,0,-9,-7,1
160736,-7,0,-9,-7,1
160737,-7,0,-9,-7,1
160738,-7,0,-9,-7,1
160739,-7,0,-9,-7,1
160740,-7,0,-9,-7,1
160741,-7,0,-9,-7,1
160742,-7,0,-9,-7,1
160743,-7,0,-9,-7,1
160744,-7,0,-9,-7,1
160745,-7,0,-9,-7,1
160746,-7,0,-9,-7,1
160747,-7,0,-9,-7,1
160748,-7,0,-9,-7,1
160749,-7,0,-9,-7,1
160750,-7,0,-9,-7,1
160751,-7,0,-9,-7,1
160752,-7,0,-9,-7,1
160753,-7,0,-9,-7,1
160754,-7,0,-9,-7,1
160755,-7,0,-9,-7,1
160756,-7,0,-9,-7,1
160757,-7,0,-9,-7,1
160758,-7,0,-9,-7,1
160759,-7,0,-9,-7,1
160760,-7,0,-9,-7,1
160761,-7,0,-9,-7,1
160762,-7,0,-9,-7,1
160763,-7,0,-9,-7,1
160764,-7,0,-9,-7,1
160765,-7,0,-9,-7,1
160766,-7,0,-9,-7,1
160767,-7,0,-9,-7,1
160768,-7,0,-9,-7,1
160769,-6,0,3,-6,1
160770,-6,0,3,-6,1
160771,-6,0,3,-6,1
160772,-6,0,3,-6,1
160773,-6,0,3,-6,1
160774,-6,0,3,-6,1
160775,-6,0,3,-6,1
160776,-6,0,3,-6,1
160777,-6,0,3,-6,1
160778,-6,0,3,-6,1
160779,-6,0,3,-6,1
160780,-6,0,3,-6,1
160781,-6,0,3,-6,1
160782,-6,0,3,-6,1
160783,-6,0,3,-6,1
160784,-6,0,3,-6,1
160785,-6,0,3,-6,1
160786,-6,0,3,-6,1
160787,-6,0,3,-6,1
160788,-6,0,3,-6,1
160789,-6,0,3,-6,1
160790,-6,0,3,-6,1
160791,-6,0,3,-6,1
160792,-6,0,3,-6,1
160793,-6,0,3,-6,1
160794,-6,0,3,-6,1
160795,-6,0,3,-6,1
160796,-6,0,3,-6,1
160797,-6,0,3,-6,1
160798,-6,0,3,-6,1
160799,-6,0,3,-6,1
160800,-6,0,3,-6,1
160801,-6,0,3,-6,1
160802,-6,0,3,-6,1
160803,-6,0,3,-6,1
160804,-6,0,3,-6,1
160805,-6,0,3,-6,1
160806,-6,0,3,-6,1
160807,-6,0,3,-6,1
160808,-6,0,3,-6,1
160809,-6,0,3,-6,1
160810,-6,0,3,-6,1
160811,-6,0,3,-6,1
160812,-6,0,3,-6,1
160813,-6,0,3,-6,1
160814,-6,0,3,-6,1
160815,-6,0,3,-6,1
160816,-6,0,3,-6,1
160817,-6,0,3,-6,1
160818,-6,0,3,-6,1
160819,-6,0,3,-6,1
160820,-6,0,3,-6,1
160821,-6,0,3,-6,1
160822,-6,0,3,-6,1
160823,-6,0,3,-6,1
160824,-6,0,3,-6,1
160825,-6,0,3,-6,1
160826,-6,0,3,-6,1
160827,-6,0,3,-6,1
160828,-6,0,3,-6,1
160829,-9,0,-10,-9,1
160830,-9,0,-10,-9,1
160831,-9,0,-10,-9,1
160832,-9,0,-10,-9,1
160833,-9,0,-10,-9,1
160834,-9,0,-10,-9,1
160835,-9,0,-10,-9,1
160836,-9,0,-10,-9,1
160837,-9,0,-10,-9,1
160838,-9,0,-10,-9,1
160839,-9,0,-10,-9,1
160840,-9,0,-10,-9,1
160841,-9,0,-10,-9,1
160842,-9,0,-10,-9,1
160843,-9,0,-10,-9,1
160844,-9,0,-10,-9,1
160845,-9,0,-10,-9,1
160846,-9,0,-10,-9,1
160847,-9,0,-10,-9,1
160848,-9,0,-10,-9,1
160849,-9,0,-10,-9,1
160850,-9,0,-10,-9,1
160851,-9,0,-10,-9,1
160852,-9,0,-10,-9,1
160853,-9,0,-10,-9,1
160854,-9,0,-10,-9,1
160855,-9,0,-10,-9,1
160856,-9,0,-10,-9,1
160857,-9,0,-10,-9,1
160858,-9,0,-10,-9,1
160859,-9,0,-10,-9,1
160860,-9,0,-10,-9,1
160861,-9,0,-10,-9,1
160862,-9,0,-10,-9,1
160863,-9,0,-10,-9,1
160864,-9,0,-10,-9,1
160865,-9,0,-10,-9,1
160866,-9,0,-10,-9,1
160867,-9,0,-10,-9,1
160868,-9,0,-10,-9,1
160869,-9,0,-10,-9,1
160870,-9,0,-10,-9,1
160871,-9,0,-10,-9,1
160872,-9,0,-10,-9,1
160873,-9,0,-10,-9,1
160874,-9,0,-10,-9,1
160875,-9,0,-10,-9,1
160876,-9,0,-10,-9,1
160877,-9,0,-10,-9,1
160878,-9,0,-10,-9,1
160879,-9,0,-10,-9,1
160880,-9,0,-10,-9,1
160881,-9,0,-10,-9,1
160882,-9,0,-10,-9,1
160883,-9,0,-10,-9,1
160884,-9,0,-10,-9,1
160885,-9,0,-10,-9,1
160886,-1,0,-1,-1,1
160887,-1,0,-1,-1,1
160888,-1,0,-1,-1,1
160889,-1,0,-1,-1,1
160890,-1,0,-1,-1,1
160891,-1,0,-1,-1,1
160892,-1,0,-1,-1,1
160893,-1,0,-1,-1,1
160894,-1,0,-1,-1,1
160895,-1,0,-1,-1,1
160896,-1,0,-1,-1,1
160897,-1,0,-1,-1,1
160898,-1,0,-1,-1,1
160899,-1,0,-1,-1,1
160900,-1,0,-1,-1,1
160901,-1,0,-1,-1,1
160902,-1,0,-1,-1,1
160903,-1,0,-1,-1,1
160904,-1,0,-1,-1,1
160905,-1,0,-1,-1,1
160906,-1,0,-1,-1,1
160907,-1,0,-1,-1,1
160908,-1,0,-1,-1,1
160909,-1,0,-1,-1,1
160910,-1,0,-1,-1,1
160911,-1,0,-1,-1,1
160912,-1,0,-1,-1,1
160913,-1,0,-1,-1,1
160914,-1,0,-1,-1,1
160915,-1,0,-1,-1,1
160916,-1,0,-1,-1,1
160917,-1,0,-1,-1,1
160918,-1,0,-1,-1,1
160919,-1,0,-1,-1,1
160920,-1,0,-1,-1,1
160921,-1,0,-1,-1,1
160922,-1,0,-1,-1,1
160923,-1,0,-1,-1,1
160924,-1,0,-1,-1,1
160925,-1,0,-1,-1,1
160926,-1,0,-1,-1,1
160927,-1,0,-1,-1,1
160928,-1,0,-1,-1,1
160929,-1,0,-1,-1,1
160930,-1,0,-1,-1,1
160931,-1,0,-1,-1,1
160932,-1,0,-1,-1,1
160933,-1,0,-1,-1,1
160934,-1,0,-1,-1,1
160935,-1,0,-1,-1,1
160936,-1,0,-1,-1,1
160937,-1,0,-1,-1,1
160938,-1,0,-1,-1,1
160939,-1,0,-1,-1,1
160940,4,0,-7,4,1
160941,4,0,-7,4,1
160942,4,0,-7,4,1
160943,4,0,-7,4,1
160944,4,0,-7,4,1
160945,4,0,-7,4,1
160946,4,0,-7,4,1
160947,4,0,-7,4,1
160948,4,0,-7,4,1
160949,4,0,-7,4,1
160950,4,0,-7,4,1
160951,4,0,-7,4,1
160952,4,0,-7,4,1
160953,4,0,-7,4,1
160954,4,0,-7,4,1
160955,4,0,-7,4,1
160956,4,0,-7,4,1
160957,4,0,-7,4,1
160958,4,0,-7,4,1
160959,4,0,-7,4,1
160960,4,0,-7,4,1
160961,4,0,-7,4,1
160962,4,0,-7,4,1
160963,4,0,-7,4,1
160964,4,0,-7,4,1
160965,4,0,-7,4,1
160966,4,0,-7,4,1
160967,4,0,-7,4,1
160968,4,0,-7,4,1
160969,4,0,-7,4,1
160970,4,0,-7,4,1
160971,4,0,-7,4,1
160972,4,0,-7,4,1
160973,4,0,-7,4,1
160974,4,0,-7,4,1
160975,4,0,-7,4,1
160976,4,0,-7,4,1
160977,4,0,-7,4,1
160978,4,0,-7,4,1
160979,4,0,-7,4,1
160980,4,0,-7,4,1
160981,4,0,-7,4,1
160982,4,0,-7,4,1
160983,4,0,-7,4,1
160984,4,0,-4,4,1
160985,4,0,-4,4,1
160986,4,0,-4,4,1
160987,4,0,-4,4,1
160988,4,0,-4,4,1
160989,4,0,-4,4,1
160990,4,0,-4,4,1
160991,4,0,-4,4,1
160992,4,0,-4,4,1
160993,4,0,-4,4,1
160994,4,0,-4,4,1
160995,4,0,-4,4,1
160996,4,0,-4,4,1
160997,4,0,-4,4,1
160998,4,0,-4,4,1
160999,4,0,-4,4,1
161000,4,0,-4,4,1
161001,4,0,-4,4,1
161002,4,0,-4,4,1
161003,4,0,-4,4,1
161004,4,0,-4,4,1
161005,4,0,-4,4,1
161006,4,0,-4,4,1
161007,4,0,-4,4,1
161008,4,0,-4,4,1
161009,4,0,-4,4,1
161010,4,0,-4,4,1
161011,4,0,-4,4,1
161012,4,0,-4,4,1
161013,4,0,-4,4,1
161014,4,0,-4,4,1
161015,4,0,-4,4,1
161016,4,0,-4,4,1
161017,4,0,-4,4,1
161018,4,0,-4,4,1
161019,4,0,-4,4,1
161020,4,0,-4,4,1
161021,4,0,-4,4,1
161022,4,0,-4,4,1
161023,4,0,-4,4,1
161024,4,0,-4,4,1
161025,4,0,-4,4,1
161026,4,0,-4,4,1
161027,4,0,-4,4,1
161028,7,0,3,7,1
161029,7,0,3,7,1
161030,7,0,3,7,1
161031,7,0,3,7,1
161032,7,0,3,7,1
161033,7,0,3,7,1
161034,7,0,3,7,1
161035,7,0,3,7,1
161036,7,0,3,7,1
161037,7,0,3,7,1
161038,7,0,3,7,1
161039,7,0,3,7,1
161040,7,0,3,7,1
161041,7,0,3,7,1
161042,7,0,3,7,1
161043,7,0,3,7,1
161044,7,0,3,7,1
161045,7,0,3,7,1
161046,7,0,3,7,1
161047,7,0,3,7,1
161048,7,0,3,7,1
161049,7,0,3,7,1
161050,7,0,3,7,1
161051,7,0,3,7,1
161052,7,0,3,7,1
161053,7,0,3,7,1
161054,7,0,3,7,1
161055,7,0,3,7,1
161056,7,0,3,7,1
161057,7,0,3,7,1
161058,7,0,3,7,1
161059,7,0,3,7,1
161060,7,0,3,7,1
161061,7,0,3,7,1
161062,7,0,3,7,1
161063,7,0,3,7,1
161064,7,0,3,7,1
161065,7,0,3,7,1
161066,7,0,3,7,1
161067,7,0,3,7,1
161068,7,0,3,7,1
161069,7,0,3,7,1
161070,7,0,3,7,1
161071,7,0,3,7,1
161072,7,0,3,7,1
161073,7,0,3,7,1
161074,7,0,3,7,1
161075,-9,0,8,-9,1
161076,-9,0,8,-9,1
161077,-9,0,8,-9,1
161078,-9,0,8,-9,1
161079,-9,0,8,-9,1
161080,-9,0,8,-9,1
161081,-9,0,8,-9,1
161082,-9,0,8,-9,1
161083,-9,0,8,-9,1
161084,-9,0,8,-9,1
161085,-9,0,8,-9,1
161086,-9,0,8,-9,1
161087,-9,0,8,-9,1
161088,-9,0,8,-9,1
161089,-9,0,8,-9,1
161090,-9,0,8,-9,1
161091,-9,0,8,-9,1
161092,-9,0,8,-9,1
161093,-9,0,8,-9,1
161094,-9,0,8,-9,1
161095,-9,0,8,-9,1
161096,-9,0,8,-9,1
161097,-9,0,8,-9,1
161098,-9,0,8,-9,1
161099,-9,0,8,-9,1
161100,-9,0,8,-9,1
161101,-9,0,8,-9,1
161102,-9,0,8,-9,1
161103,-9,0,8,-9,1
161104,-9,0,8,-9,1
161105,-9,0,8,-9,1
161106,-9,0,8,-9,1
161107,-9,0,8,-9,1
161108,-9,0,8,-9,1
161109,-9,0,8,-9,1
161110,-9,0,8,-9,1
161111,-9,0,8,-9,1
161112,-9,0,8,-9,1
161113,-9,0,8,-9,1
161114,-9,0,8,-9,1
161115,-9,0,8,-9,1
161116,-9,0,8,-9,1
161117,-9,0,8,-9,1
161118,-9,0,8,-9,1
161119,-9,0,8,-9,1
161120,-9,0,8,-9,1
161121,-9,0,8,-9,1
161122,-9,0,8,-9,1
161123,-9,0,8,-9,1
161124,-9,0,8,-9,1
161125,-9,0,8,-9,1
161126,-9,0,8,-9,1
161127,-9,0,8,-9,1
161128,-9,0,8,-9,1
161129,-9,0,8,-9,1
161130,-9,0,8,-9,1
161131,-9,0,8,-9,1
161132,9,0,-1,9,1
161133,9,0,-1,9,1
161134,9,0,-1,9,1
161135,9,0,-1,9,1
161136,9,0,-1,9,1
161137,9,0,-1,9,1
161138,9,0,-1,9,1
161139,9,0,-1,9,1
161140,9,0,-1,9,1
161141,9,0,-1,9,1
161142,9,0,-1,9,1
161143,9,0,-1,9,1
161144,9,0,-1,9,1
161145,9,0,-1,9,1
161146,9,0,-1,9,1
161147,9,0,-1,9,1
161148,9,0,-1,9,1
161149,9,0,-1,9,1
161150,9,0,-1,9,1
161151,9,0,-1,9,1
161152,9,0,-1,9,1
161153,9,0,-1,9,1
161154,9,0,-1,9,1
161155,9,0,-1,9,1
161156,9,0,-1,9,1
161157,9,0,-1,9,1
161158,9,0,-1,9,1
161159,9,0,-1,9,1
161160,9,0,-1,9,1
161161,9,0,-1,9,1
161162,9,0,-1,9,1
161163,9,0,-1,9,1
161164,9,0,-1,9,1
161165,9,0,-1,9,1
161166,9,0,-1,9,1
161167,9,0,-1,9,1
161168,9,0,-1,9,1
161169,9,0,-1,9,1
161170,9,0,-1,9,1
161171,9,0,-1,9,1
161172,9,0,-1,9,1
161173,9,0,-1,9,1
161174,9,0,-1,9,1
161175,9,0,-1,9,1
161176,9,0,-1,9,1
161177,9,0,-1,9,1
161178,9,0,-1,9,1
161179,-10,0,-7,-10,1
161180,-10,0,-7,-10,1
161181,-10,0,-7,-10,1
161182,-10,0,-7,-10,1
161183,-10,0,-7,-10,1
161184,-10,0,-7,-10,1
161185,-10,0,-7,-10,1
161186,-10,0,-7,-10,1
161187,-10,0,-7,-10,1
161188,-10,0,-7,-10,1
161189,-10,0,-7,-10,1
161190,-10,0,-7,-10,1
161191,-10,0,-7,-10,1
161192,-10,0,-7,-10,1
161193,-10,0,-7,-10,1
161194,-10,0,-7,-10,1
161195,-10,0,-7,-10,1
161196,-10,0,-7,-10,1
161197,-10,0,-7,-10,1
161198,-10,0,-7,-10,1
161199,-10,0,-7,-10,1
161200,-10,0,-7,-10,1
161201,-10,0,-7,-10,1
161202,-10,0,-7,-10,1
161203,-10,0,-7,-10,1
161204,-10,0,-7,-10,1
161205,-10,0,-7,-10,1
161206,-10,0,-7,-10,1
161207,-10,0,-7,-10,1
161208,-10,0,-7,-10,1
161209,-10,0,-7,-10,1
161210,-10,0,-7,-10,1
161211,-10,0,-7,-10,1
161212,-10,0,-7,-10,1
161213,-10,0,-7,-10,1
161214,-10,0,-7,-10,1
161215,-10,0,-7,-10,1
161216,-10,0,-7,-10,1
161217,-10,0,-7,-10,1
161218,-10,0,-7,-10,1
161219,-10,0,-7,-10,1
161220,-10,0,-7,-10,1
161221,-10,0,-7,-10,1
161222,-10,0,-7,-10,1
161223,-10,0,-7,-10,1
161224,-10,0,-7,-10,1
161225,-10,0,-7,-10,1
161226,-10,0,-7,-10,1
161227,-10,0,-7,-10,1
161228,-10,0,-7,-10,1
161229,8,0,-10,8,1
161230,8,0,-10,8,1
161231,8,0,-10,8,1
161232,8,0,-10,8,1
161233,8,0,-10,8,1
161234,8,0,-10,8,1
161235,8,0,-10,8,1
161236,8,0,-10,8,1
161237,8,0,-10,8,1
161238,8,0,-10,8,1
161239,8,0,-10,8,1
161240,8,0,-10,8,1
161241,8,0,-10,8,1
161242,8,0,-10,8,1
161243,8,0,-10,8,1
161244,8,0,-10,8,1
161245,8,0,-10,8,1
161246,8,0,-10,8,1
161247,8,0,-10,8,1
161248,8,0,-10,8,1
161249,8,0,-10,8,1
161250,8,0,-10,8,1
161251,8,0,-10,8,1
161252,8,0,-10,8,1
161253,8,0,-10,8,1
161254,8,0,-10,8,1
161255,8,0,-10,8,1
161256,8,0,-10,8,1
161257,8,0,-10,8,1
161258,8,0,-10,8,1
161259,8,0,-10,8,1
161260,8,0,-10,8,1
161261,8,0,-10,8,1
161262,8,0,-10,8,1
161263,8,0,-10,8,1
161264,8,0,-10,8,1
161265,8,0,-10,8,1
161266,8,0,-10,8,1
161267,8,0,-10,8,1
161268,8,0,-10,8,1
161269,8,0,-10,8,1
161270,8,0,-10,8,1
161271,8,0,-10,8,1
161272,8,0,-10,8,1
161273,8,0,-10,8,1
161274,8,0,-10,8,1
161275,8,0,-10,8,1
161276,8,0,-10,8,1
161277,8,0,-10,8,1
161278,8,0,-10,8,1
161279,8,0,-10,8,1
161280,8,0,-10,8,1
161281,8,0,-10,8,1
161282,8,0,-10,8,1
161283,5,0,1,5,1
161284,5,0,1,5,1
161285,5,0,1,5,1
161286,5,0,1,5,1
161287,5,0,1,5,1
161288,5,0,1,5,1
161289,5,0,1,5,1
161290,5,0,1,5,1
161291,5,0,1,5,1
161292,5,0,1,5,1
161293,5,0,1,5,1
161294,5,0,1,5,1
161295,5,0,1,5,1
161296,5,0,1,5,1
161297,5,0,1,5,1
161298,5,0,1,5,1
161299,5,0,1,5,1
161300,5,0,1,5,1
161301,5,0,1,5,1
161302,5,0,1,5,1
161303,5,0,1,5,1
161304,5,0,1,5,1
161305,5,0,1,5,1
161306,5,0,1,5,1
161307,5,0,1,5,1
161308,5,0,1,5,1
161309,5,0,1,5,1
161310,5,0,1,5,1
161311,5,0,1,5,1
161312,5,0,1,5,1
161313,5,0,1,5,1
161314,5,0,1,5,1
161315,5,0,1,5,1
161316,5,0,1,5,1
161317,5,0,1,5,1
161318,5,0,1,5,1
161319,5,0,1,5,1
161320,5,0,1,5,1
161321,5,0,1,5,1
161322,5,0,1,5,1
161323,5,0,1,5,1
161324,5,0,1,5,1
161325,5,0,1,5,1
161326,5,0,1,5,1
161327,5,0,1,5,1
161328,5,0,1,5,1
161329,5,0,1,5,1
161330,5,0,1,5,1
161331,5,0,1,5,1
161332,5,0,1,5,1
161333,5,0,1,5,1
161334,7,0,-3,7,1
161335,7,0,-3,7,1
161336,7,0,-3,7,1
161337,7,0,-3,7,1
161338,7,0,-3,7,1
161339,7,0,-3,7,1
161340,7,0,-3,7,1
161341,7,0,-3,7,1
161342,7,0,-3,7,1
161343,7,0,-3,7,1
161344,7,0,-3,7,1
161345,7,0,-3,7,1
161346,7,0,-3,7,1
161347,7,0,-3,7,1
161348,7,0,-3,7,1
161349,7,0,-3,7,1
161350,7,0,-3,7,1
161351,7,0,-3,7,1
161352,7,0,-3,7,1
161353,7,0,-3,7,1
161354,7,0,-3,7,1
161355,7,0,-3,7,1
161356,7,0,-3,7,1
161357,7,0,-3,7,1
161358,7,0,-3,7,1
161359,7,0,-3,7,1
161360,7,0,-3,7,1
161361,7,0,-3,7,1
161362,7,0,-3,7,1
161363,7,0,-3,7,1
161364,7,0,-3,7,1
161365,7,0,-3,7,1
161366,7,0,-3,7,1
161367,7,0,-3,7,1
